area	amenities	floors	bedrooms	bathrooms	property_type	selling_type	road_size	road_type	location_two
12.0	0	1.5	5.0	5.0	2.0	0.0	20.0	19.0	17.0
4.0	0	2.0	6.0	2.5	2.0	1.0	13.0	19.0	19.0
3.5	4	2.5	6.0	1.0	2.0	1.0	20.0	19.0	19.0
8.0	0	2.5	2.5	2.5	2.0	1.0	15.0	19.0	14.0
5.5	5	2.5	5.0	5.0	2.0	1.0	13.0	21.0	15.0
5.0	12	2.5	4.0	4.0	2.0	0.0	14.0	19.0	4.0
4.0	10	2.5	4.0	5.0	2.0	0.0	12.0	19.0	15.0
5.5	4	2.5	7.0	4.0	2.0	1.0	18.0	19.0	17.0
8.0	6	2.5	6.0	3.0	2.0	1.0	13.0	9.0	18.0
8.5625	4	2.0	4.0	3.0	2.0	1.0	13.0	19.0	17.0
3.0	4	1.0	4.0	2.5	2.0	1.0	12.0	19.0	4.0
4.0	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	4.0
3.75	4	3.5	5.0	3.0	2.0	1.0	16.0	19.0	27.0
24.0	8	2.0	2.5	8.0	2.0	0.0	32.0	19.0	15.0
8.0	8	6.0	2.5	2.5	0.0	0.0	20.0	19.0	15.0
3.0	5	2.5	3.0	3.0	2.0	1.0	26.0	19.0	17.0
4.0	5	2.5	4.0	4.0	2.0	1.0	20.0	19.0	4.0
4.4375	4	2.5	2.5	2.5	2.0	1.0	20.0	22.0	4.0
4.0	5	2.0	2.5	2.5	2.0	1.0	12.0	19.0	15.0
5.0	7	2.5	3.0	3.0	2.0	1.0	14.0	21.0	17.0
5.0	5	2.5	2.5	2.5	2.0	1.0	14.0	21.0	4.0
9.5	6	2.5	4.0	4.0	2.0	1.0	16.0	21.0	17.0
3.0	4	2.0	5.0	2.0	2.0	1.0	13.0	22.0	25.0
4.0	3	2.5	6.0	5.0	2.0	1.0	25.0	19.0	4.0
9.0	5	2.0	3.0	3.0	2.0	0.0	13.0	19.0	15.0
4.5	4	2.5	8.0	5.0	2.0	0.0	12.0	19.0	17.0
10.0	2	1.0	2.5	2.5	2.0	1.0	20.0	19.0	24.0
2.5	6	2.5	4.0	3.0	2.0	0.0	20.0	19.0	17.0
16.0	0	2.5	2.5	2.5	2.0	1.0	26.0	19.0	21.0
3.5	4	2.5	5.0	2.0	2.0	0.0	13.0	22.0	4.0
32.0	5	2.5	5.0	3.0	2.0	0.0	13.0	19.0	4.0
32.0	5	3.0	5.0	5.0	2.0	0.0	15.0	19.0	15.0
32.0	5	2.5	4.0	4.0	2.0	0.0	13.0	19.0	4.0
3.0	4	2.5	4.0	4.0	2.0	1.0	20.0	19.0	17.0
5.0625	5	2.5	6.0	3.0	2.0	1.0	40.0	15.0	17.0
3.5	11	2.5	5.0	4.0	2.0	1.0	20.0	19.0	17.0
4.25	4	2.5	3.0	2.0	2.0	0.0	15.0	19.0	15.0
4.25	5	2.5	4.0	4.0	2.0	1.0	16.0	19.0	11.0
5.5	5	2.5	5.0	5.0	2.0	1.0	21.0	21.0	27.0
5.25	6	2.5	5.0	2.5	2.0	1.0	12.0	20.0	4.0
5.0	4	2.5	4.0	5.0	2.0	1.0	20.0	19.0	17.0
20.0	6	2.5	4.0	4.0	2.0	1.0	18.0	19.0	4.0
15.0	6	3.5	6.0	7.0	2.0	0.0	20.0	19.0	15.0
5.5	5	2.5	5.0	5.0	2.0	0.0	21.0	21.0	27.0
21.0	4	2.0	6.0	6.0	2.0	1.0	20.0	21.0	4.0
4.0	4	2.5	4.0	2.5	2.0	1.0	0.0	19.0	17.0
7.0	4	2.5	11.0	2.0	2.0	0.0	20.0	19.0	15.0
4.0	4	2.5	7.0	5.0	2.0	0.0	0.0	19.0	17.0
3.0	4	3.5	8.0	4.0	2.0	1.0	10.0	19.0	14.0
3.5	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	6.0
32.0	7	2.5	5.0	7.0	2.0	1.0	30.0	19.0	23.0
6.0	2	2.0	2.5	2.5	0.0	1.0	20.0	19.0	15.0
5.0	9	2.5	4.0	5.0	2.0	1.0	20.0	21.0	21.0
7.25	5	4.5	10.0	8.0	2.0	1.0	16.0	19.0	15.0
7.0	6	2.5	4.0	3.0	2.0	1.0	12.0	19.0	4.0
2.8125	2	3.0	2.5	2.5	2.0	1.0	13.0	20.0	10.0
4.75	4	1.0	2.5	2.5	2.0	1.0	12.0	19.0	17.0
3.0	6	3.0	2.5	2.5	2.0	1.0	13.0	21.0	21.0
3.0	3	1.0	2.5	2.5	2.0	1.0	13.0	22.0	14.0
2.5	9	2.5	4.0	2.5	2.0	1.0	13.0	20.0	19.0
5.5	4	2.5	5.0	8.0	2.0	0.0	12.0	19.0	15.0
4.0	4	1.5	7.0	2.5	2.0	1.0	13.0	20.0	6.0
4.0	4	1.5	8.0	2.5	2.0	1.0	13.0	22.0	15.0
2.5	4	2.5	4.0	2.0	2.0	1.0	10.0	19.0	15.0
2.5	7	2.5	4.0	4.0	2.0	0.0	12.0	19.0	15.0
3.125	4	3.0	5.0	3.0	2.0	1.0	11.0	19.0	27.0
3.125	4	3.5	2.5	2.5	2.0	1.0	20.0	19.0	15.0
6.0	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
25.0	7	2.5	4.0	4.0	2.0	0.0	12.0	19.0	15.0
18.0	6	2.5	5.0	5.0	2.0	0.0	12.0	19.0	15.0
4.5	5	2.5	3.0	4.0	2.0	1.0	16.0	19.0	17.0
3.5	5	2.5	8.0	2.5	2.0	1.0	10.0	19.0	6.0
12.3125	4	2.5	5.0	4.0	2.0	1.0	16.0	21.0	15.0
3.875	6	2.5	4.0	3.0	2.0	0.0	13.0	20.0	21.0
4.0	4	2.5	4.0	5.0	2.0	1.0	26.0	20.0	17.0
3.25	4	1.0	4.0	2.5	2.0	1.0	13.0	22.0	4.0
24.0	7	2.5	4.0	4.0	2.0	0.0	12.0	22.0	17.0
8.5	4	2.0	4.0	4.0	2.0	0.0	20.0	19.0	17.0
5.0	4	2.5	6.0	5.0	2.0	1.0	20.0	21.0	4.0
26.0	8	2.5	2.5	5.0	2.0	0.0	12.0	21.0	15.0
17.0	10	2.5	6.0	4.0	2.0	0.0	12.0	21.0	15.0
31.0	3	4.0	2.5	7.0	0.0	0.0	12.0	21.0	15.0
9.5	6	2.0	4.0	3.0	2.0	1.0	13.0	19.0	15.0
7.0	5	3.0	6.0	4.0	2.0	1.0	12.0	21.0	15.0
10.0	5	2.0	3.0	3.0	2.0	1.0	13.0	19.0	15.0
5.0	4	2.5	6.0	5.0	2.0	0.0	13.0	19.0	17.0
5.0	5	2.5	4.0	4.0	2.0	1.0	12.0	19.0	18.0
7.0	5	3.5	6.0	7.0	2.0	1.0	12.0	19.0	15.0
4.0625	6	2.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
8.0	4	2.5	6.0	5.0	2.0	1.0	20.0	19.0	4.0
3.5	6	2.5	5.0	5.0	2.0	1.0	20.0	21.0	4.0
3.5	4	4.0	2.5	2.5	2.0	0.0	14.0	19.0	15.0
4.5	5	3.0	2.5	4.0	2.0	1.0	16.0	20.0	4.0
11.0	5	3.5	9.0	10.0	2.0	1.0	12.0	20.0	25.0
4.0	6	2.5	6.0	3.0	2.0	1.0	10.0	20.0	27.0
10.0	7	3.5	6.0	6.0	2.0	1.0	14.0	19.0	15.0
5.5	6	2.5	5.0	2.5	2.0	1.0	12.0	21.0	15.0
6.0	7	2.5	5.0	5.0	2.0	1.0	15.0	20.0	4.0
6.0	9	3.5	2.5	2.5	2.0	1.0	8.0	20.0	4.0
4.0	5	2.5	2.5	2.5	2.0	1.0	13.0	21.0	4.0
8.0	6	3.0	5.0	3.0	2.0	1.0	16.0	19.0	15.0
6.0	7	2.5	3.0	3.0	2.0	0.0	13.0	19.0	4.0
6.0	6	2.5	2.5	3.0	2.0	0.0	26.0	19.0	6.0
6.0	4	2.5	5.0	5.0	2.0	1.0	15.0	19.0	4.0
5.0	9	2.5	5.0	4.0	2.0	1.0	13.0	20.0	4.0
17.0	8	2.5	5.0	5.0	2.0	1.0	12.0	20.0	4.0
4.0625	11	2.5	4.0	4.0	2.0	1.0	14.0	19.0	4.0
3.25	8	2.5	2.5	2.5	2.0	1.0	10.0	20.0	19.0
3.0	5	2.5	2.5	2.5	2.0	1.0	10.0	20.0	25.0
4.0	7	3.0	2.5	2.5	2.0	1.0	13.0	20.0	6.0
7.983758217	4	2.5	2.5	2.5	2.0	1.0	40.0	21.0	26.0
4.0	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	19.0
2.5	6	2.5	4.0	5.0	2.0	1.0	10.0	21.0	4.0
4.0	4	2.5	6.0	5.0	2.0	1.0	13.0	22.0	4.0
3.5	8	5.5	2.5	15.0	2.0	1.0	12.0	21.0	15.0
6.0	5	2.5	5.0	6.0	2.0	0.0	12.0	21.0	17.0
10.0	9	2.5	3.0	3.0	2.0	0.0	12.0	21.0	17.0
6.5	4	2.5	3.0	4.0	2.0	0.0	14.0	19.0	4.0
3.5	4	3.0	4.0	3.0	2.0	1.0	12.0	19.0	4.0
4.1875	4	1.5	5.0	2.5	2.0	1.0	13.0	19.0	19.0
3.0	5	1.5	4.0	1.0	2.0	1.0	11.0	19.0	19.0
8.0	5	2.0	5.0	6.0	2.0	0.0	12.0	19.0	15.0
4.5	6	2.5	5.0	3.0	2.0	1.0	16.0	21.0	15.0
4.5	6	2.5	4.0	3.0	2.0	1.0	10.0	20.0	27.0
3.5	4	1.0	4.0	2.5	2.0	1.0	13.0	22.0	4.0
9.875	5	2.5	2.5	2.5	2.0	1.0	20.0	19.0	15.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	6.0
6.0	4	2.0	2.5	2.5	2.0	1.0	13.0	22.0	10.0
3.9375	4	2.5	4.0	4.0	2.0	1.0	20.0	19.0	17.0
4.25	5	2.5	7.0	2.5	2.0	1.0	20.0	22.0	19.0
7.75	8	2.5	4.0	5.0	2.0	1.0	24.0	22.0	4.0
3.75	4	2.5	5.0	3.0	2.0	1.0	13.0	19.0	7.0
5.0	4	3.0	7.0	5.0	2.0	1.0	13.0	22.0	4.0
5.0	7	6.0	2.5	2.5	2.0	1.0	13.0	21.0	15.0
3.0	5	3.0	10.0	3.0	2.0	1.0	16.0	19.0	0.0
3.0	3	7.0	2.5	2.5	2.0	1.0	13.0	21.0	15.0
32.0	7	2.5	2.5	2.5	2.0	0.0	12.0	19.0	17.0
6.25	6	2.5	6.0	2.5	2.0	1.0	10.0	21.0	12.0
5.0	5	2.5	5.0	4.0	2.0	0.0	13.0	19.0	21.0
10.0	0	2.5	2.5	2.5	2.0	0.0	20.0	19.0	15.0
4.5	4	2.5	6.0	3.0	2.0	1.0	12.0	22.0	21.0
4.0	13	2.5	4.0	3.0	2.0	0.0	14.0	19.0	21.0
3.0	4	3.5	4.0	3.0	2.0	1.0	20.0	19.0	19.0
3.0	6	3.0	2.5	6.0	0.0	0.0	12.0	19.0	17.0
14.0	6	3.0	12.0	3.0	2.0	0.0	12.0	19.0	15.0
14.0	4	2.0	5.0	5.0	2.0	0.0	0.0	19.0	21.0
3.0	8	2.5	4.0	4.0	2.0	1.0	12.0	19.0	19.0
6.0	5	2.5	3.0	2.5	2.0	1.0	25.0	20.0	27.0
4.5	4	2.5	6.0	5.0	2.0	1.0	13.0	22.0	4.0
3.0	4	2.5	5.0	2.5	2.0	1.0	12.0	22.0	4.0
8.0	4	2.5	5.0	4.0	2.0	0.0	26.0	19.0	17.0
5.5	4	2.0	4.0	4.0	2.0	0.0	20.0	19.0	17.0
3.0	5	1.0	2.0	1.0	2.0	1.0	12.0	22.0	4.0
4.2580043824	4	2.5	4.0	3.0	2.0	1.0	13.0	19.0	2.0
4.0	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
10.5	4	5.0	2.5	2.5	0.0	1.0	12.0	21.0	27.0
4.0	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
16.0	8	2.5	5.0	5.0	2.0	0.0	12.0	19.0	17.0
4.875	6	2.0	2.5	2.5	2.0	1.0	16.0	21.0	27.0
14.0	4	2.5	4.0	3.0	2.0	0.0	16.0	19.0	15.0
14.0	5	2.5	4.0	2.5	2.0	0.0	20.0	20.0	17.0
14.0	6	2.5	2.5	2.5	2.0	1.0	13.0	20.0	19.0
3.5	4	2.5	6.0	2.0	2.0	1.0	13.0	19.0	4.0
7.75	4	2.0	2.5	2.5	2.0	1.0	10.0	21.0	24.0
4.0	4	4.0	13.0	4.0	2.0	1.0	12.0	20.0	16.0
4.0	5	2.5	6.0	5.0	2.0	1.0	15.0	20.0	4.0
5.0	4	1.0	1.0	2.5	2.0	1.0	10.0	19.0	17.0
5.0	3	4.0	4.0	2.0	2.0	1.0	4.0	18.0	15.0
16.0	7	2.5	5.0	4.0	2.0	1.0	36.0	19.0	18.0
16.0	4	3.0	5.0	2.0	2.0	1.0	13.0	19.0	14.0
5.5	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
5.0	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
5.0	5	3.0	2.5	2.5	2.0	1.0	14.0	19.0	14.0
20.0	18	2.5	6.0	2.5	2.0	0.0	14.0	19.0	27.0
17.0	5	2.5	5.0	5.0	2.0	1.0	50.0	19.0	4.0
3.5625	9	2.5	3.0	4.0	2.0	1.0	13.0	19.0	17.0
12.0	16	2.0	4.0	2.5	2.0	1.0	26.0	19.0	17.0
4.5	4	2.5	3.0	4.0	2.0	1.0	20.0	19.0	4.0
4.5	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
6.0	11	2.5	4.0	2.5	2.0	1.0	20.0	19.0	11.0
8.0	3	2.5	2.5	2.5	2.0	1.0	12.0	21.0	17.0
4.0	5	2.5	2.5	2.5	2.0	1.0	12.0	21.0	15.0
5.0	4	2.5	4.0	4.0	2.0	1.0	13.0	19.0	17.0
3.5	3	2.0	2.5	2.5	2.0	1.0	16.0	21.0	25.0
22.0	5	2.5	4.0	4.0	2.0	0.0	13.0	19.0	17.0
2.5	5	2.5	3.0	2.5	2.0	1.0	10.0	21.0	21.0
6.0	4	2.5	5.0	5.0	2.0	1.0	13.0	20.0	17.0
2.75	4	4.0	9.0	3.0	2.0	1.0	13.0	22.0	15.0
7.875	4	2.5	2.5	2.5	2.0	1.0	10.0	19.0	15.0
15.0	5	2.5	5.0	7.0	2.0	0.0	13.0	19.0	17.0
3.9375	5	2.5	4.0	4.0	2.0	1.0	20.0	19.0	17.0
9.0	5	2.5	2.5	2.5	2.0	1.0	13.0	21.0	15.0
80.0	7	2.0	5.0	5.0	2.0	0.0	12.0	19.0	15.0
7.75	7	2.5	5.0	5.0	2.0	1.0	12.0	19.0	4.0
5.0	7	2.5	6.0	5.0	2.0	1.0	12.0	19.0	4.0
5.0	7	2.5	4.0	4.0	2.0	0.0	14.0	19.0	17.0
3.0	6	2.5	7.0	3.0	2.0	1.0	10.0	19.0	12.0
16.0	7	2.0	2.5	3.0	2.0	0.0	12.0	19.0	17.0
5.5	4	2.5	4.0	4.0	2.0	0.0	20.0	19.0	17.0
6.75	7	2.5	4.0	3.0	2.0	1.0	25.0	20.0	14.0
3.25	4	3.5	8.0	3.0	2.0	1.0	10.0	19.0	15.0
4.5	3	2.5	3.0	3.0	2.0	1.0	16.0	19.0	4.0
4.5	4	3.5	2.5	2.5	2.0	1.0	16.0	19.0	25.0
3.9375	4	2.5	5.0	3.0	2.0	1.0	13.0	19.0	27.0
4.0	5	2.5	4.0	4.0	2.0	1.0	10.0	5.0	15.0
4.75	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.0	4	2.5	4.0	5.0	2.0	0.0	20.0	19.0	15.0
4.0	4	2.0	5.0	3.0	2.0	1.0	13.0	22.0	17.0
4.0	14	2.0	3.0	2.5	2.0	1.0	20.0	19.0	11.0
3.1875	4	2.5	6.0	5.0	2.0	1.0	15.0	19.0	4.0
7.5	5	2.5	7.0	5.0	2.0	1.0	15.0	20.0	15.0
6.0	5	3.5	5.0	2.5	2.0	1.0	13.0	19.0	17.0
3.5	6	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
7.25	7	4.0	8.0	12.0	2.0	1.0	13.0	19.0	4.0
4.875	5	1.0	2.0	2.5	2.0	1.0	14.0	19.0	6.0
10.0	5	2.5	4.0	4.0	2.0	0.0	20.0	19.0	17.0
6.0	6	2.5	6.0	5.0	2.0	1.0	15.0	19.0	4.0
10.0	7	2.5	6.0	3.0	2.0	1.0	12.0	19.0	15.0
3.0	5	5.0	2.5	5.0	0.0	0.0	20.0	19.0	17.0
6.5	5	2.5	6.0	5.0	2.0	1.0	13.0	19.0	15.0
3.0	4	3.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
3.25	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	4.0
21.9375	5	2.5	5.0	4.0	2.0	1.0	14.0	19.0	15.0
6.5	11	2.5	4.0	3.0	2.0	0.0	18.0	19.0	4.0
3.25	6	4.5	4.0	2.0	2.0	1.0	13.0	19.0	15.0
6.25	7	3.5	10.0	4.0	2.0	1.0	13.0	19.0	15.0
6.25	4	3.0	6.0	3.0	2.0	1.0	13.0	19.0	15.0
3.0	4	2.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
8.0	7	2.5	3.0	3.0	2.0	1.0	12.0	22.0	4.0
5.25	8	2.5	4.0	4.0	2.0	1.0	12.0	22.0	17.0
3.75	4	3.0	5.0	4.0	2.0	1.0	15.0	19.0	15.0
5.0	6	3.5	8.0	2.5	2.0	1.0	20.0	19.0	4.0
4.0	8	2.5	3.0	3.0	2.0	1.0	10.0	19.0	17.0
10.0	5	2.5	4.0	5.0	2.0	1.0	15.0	19.0	4.0
6.5	7	2.5	4.0	3.0	2.0	0.0	13.0	19.0	4.0
16.0	6	3.5	2.5	4.0	2.0	0.0	20.0	19.0	15.0
6.0	8	2.0	4.0	2.5	2.0	1.0	15.0	20.0	4.0
3.5	4	2.0	2.5	2.5	2.0	1.0	13.0	22.0	4.0
4.0	4	2.5	2.5	2.5	2.0	1.0	20.0	19.0	15.0
4.4375	5	2.5	6.0	3.0	2.0	1.0	12.0	19.0	18.0
9.0	17	2.0	4.0	2.0	2.0	1.0	12.0	19.0	17.0
4.5	5	2.5	2.5	2.5	2.0	1.0	10.0	19.0	15.0
3.5	6	3.0	6.0	3.0	2.0	1.0	13.0	21.0	12.0
5.0	4	2.5	5.0	4.0	2.0	1.0	16.0	20.0	4.0
5.0	4	2.5	3.0	3.0	2.0	0.0	12.0	22.0	21.0
5.0	4	3.0	5.0	5.0	2.0	0.0	20.0	19.0	17.0
4.5	5	2.5	2.5	2.5	2.0	1.0	15.0	19.0	27.0
3.5	6	3.5	2.5	2.5	2.0	1.0	10.0	19.0	12.0
8.0	5	2.5	2.5	2.5	2.0	1.0	15.0	22.0	4.0
5.0	8	3.5	5.0	2.5	2.0	1.0	14.0	21.0	4.0
3.0	4	3.0	6.0	3.0	2.0	1.0	11.0	19.0	12.0
3.0	4	2.5	3.0	2.0	2.0	0.0	12.0	19.0	27.0
10.5	5	3.5	2.5	2.5	2.0	1.0	12.0	21.0	12.0
10.5	5	2.0	2.0	2.0	2.0	0.0	14.0	19.0	15.0
10.5	4	2.5	2.5	2.5	0.0	0.0	20.0	19.0	15.0
6.0	5	2.5	8.0	2.5	2.0	1.0	12.0	20.0	4.0
4.0	4	2.5	6.0	4.0	2.0	1.0	13.0	22.0	4.0
3.5	14	2.5	4.0	4.0	2.0	1.0	20.0	19.0	17.0
3.5	13	3.5	9.0	2.5	2.0	1.0	12.0	19.0	15.0
3.5	9	2.5	6.0	2.5	2.0	1.0	20.0	19.0	21.0
10.0	11	2.5	4.0	3.0	2.0	1.0	15.0	12.0	15.0
6.0	4	2.5	4.0	4.0	2.0	1.0	12.0	19.0	27.0
3.5	4	2.5	6.0	5.0	2.0	1.0	12.0	22.0	4.0
5.0	6	2.0	4.0	2.0	2.0	1.0	10.0	19.0	27.0
5.5	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	17.0
4.75	6	2.5	5.0	2.5	2.0	1.0	12.0	19.0	4.0
6.0	7	3.5	8.0	7.0	2.0	1.0	11.0	19.0	15.0
6.25	5	2.5	6.0	5.0	2.0	1.0	15.0	20.0	4.0
12.0	6	2.5	4.0	3.0	2.0	1.0	16.0	19.0	15.0
2.5	4	2.5	3.0	4.0	2.0	1.0	20.0	19.0	4.0
5.0	4	2.5	6.0	5.0	2.0	1.0	13.0	19.0	4.0
4.5	4	2.5	5.0	5.0	2.0	1.0	13.0	22.0	4.0
4.5	6	2.5	6.0	5.0	2.0	1.0	13.0	20.0	17.0
12.0	5	2.5	5.0	4.0	2.0	1.0	13.0	19.0	17.0
8.0	6	2.5	4.0	3.0	2.0	1.0	10.0	19.0	15.0
4.5	11	3.5	6.0	2.5	2.0	1.0	14.0	20.0	17.0
7.0	6	3.5	7.0	6.0	2.0	1.0	14.0	19.0	14.0
3.0	7	3.5	7.0	3.0	2.0	1.0	10.0	20.0	4.0
9.5	5	3.0	5.0	5.0	2.0	1.0	13.0	19.0	15.0
3.0	4	2.5	3.0	2.5	2.0	1.0	8.0	22.0	24.0
8.0	7	2.5	3.0	2.5	2.0	1.0	12.0	22.0	4.0
4.75	5	2.5	4.0	2.5	2.0	1.0	16.0	21.0	27.0
9.1875	7	3.0	5.0	5.0	2.0	1.0	13.0	21.0	11.0
4.0	5	2.5	6.0	5.0	2.0	1.0	13.0	19.0	27.0
4.0	4	2.5	2.5	2.5	2.0	1.0	12.0	20.0	4.0
6.0	7	2.5	5.0	4.0	2.0	1.0	20.0	19.0	15.0
3.0	5	3.0	6.0	4.0	2.0	1.0	13.0	20.0	4.0
3.0	5	3.5	10.0	8.0	2.0	0.0	15.0	19.0	15.0
13.0	6	3.5	5.0	2.5	2.0	1.0	30.0	19.0	15.0
5.0	4	2.5	2.5	2.5	2.0	1.0	15.0	20.0	4.0
3.0	4	2.5	2.5	2.5	2.0	1.0	20.0	19.0	15.0
3.0	4	2.5	10.0	2.5	2.0	1.0	13.0	20.0	19.0
32.0	7	2.0	5.0	5.0	2.0	0.0	12.0	19.0	15.0
32.0	5	2.5	5.0	4.0	2.0	1.0	0.0	19.0	19.0
4.25	5	3.0	5.0	3.0	2.0	1.0	10.0	19.0	17.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	19.0
3.25	4	2.0	2.5	2.5	2.0	1.0	16.0	19.0	19.0
3.125	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	19.0
4.0	5	2.0	7.0	2.5	2.0	1.0	13.0	20.0	0.0
3.0	4	1.0	2.5	2.5	2.0	1.0	13.0	20.0	19.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	19.0
3.5625	6	2.5	2.5	2.5	2.0	1.0	22.0	19.0	17.0
3.5	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	17.0
2.625	6	2.5	2.5	2.5	2.0	1.0	13.0	19.0	19.0
4.0	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	19.0
2.625	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	19.0
5.3125	4	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
5.5	4	2.5	5.0	2.0	2.0	1.0	5.0	21.0	15.0
4.25	5	2.5	5.0	5.0	2.0	1.0	15.0	19.0	4.0
5.5	6	2.5	4.0	5.0	2.0	1.0	13.0	19.0	4.0
3.25	5	2.5	4.0	4.0	2.0	1.0	18.0	19.0	4.0
6.125	4	2.5	6.0	5.0	2.0	1.0	13.0	19.0	4.0
16.0	6	3.0	6.0	3.0	2.0	0.0	20.0	19.0	17.0
3.0625	8	1.0	2.0	1.0	2.0	1.0	13.0	20.0	19.0
8.75	5	3.5	4.0	5.0	2.0	1.0	13.0	21.0	21.0
4.0	4	4.5	11.0	4.0	2.0	1.0	10.0	9.0	14.0
24.0	6	2.5	10.0	10.0	2.0	0.0	14.0	20.0	17.0
4.5	13	2.5	4.0	2.5	2.0	1.0	26.0	19.0	14.0
5.0	7	2.5	2.5	2.5	2.0	1.0	12.0	21.0	4.0
10.0	8	2.5	4.0	5.0	2.0	1.0	15.0	21.0	4.0
5.0	6	2.5	6.0	2.5	2.0	1.0	12.0	21.0	4.0
5.8125	5	2.5	4.0	5.0	2.0	0.0	40.0	19.0	17.0
4.25	5	3.0	7.0	5.0	2.0	1.0	13.0	19.0	17.0
4.25	10	2.5	4.0	4.0	2.0	0.0	14.0	19.0	4.0
3.0	4	2.5	3.0	4.0	2.0	1.0	20.0	19.0	17.0
2.25	5	2.0	6.0	2.0	2.0	1.0	13.0	19.0	17.0
4.0	6	2.5	2.5	2.5	2.0	1.0	12.0	20.0	14.0
4.0	5	5.5	2.5	2.5	0.0	1.0	20.0	19.0	15.0
4.5	12	2.5	4.0	2.5	2.0	1.0	20.0	19.0	21.0
3.5	5	2.5	4.0	4.0	2.0	0.0	13.0	21.0	21.0
6.5	5	2.5	5.0	6.0	2.0	1.0	13.0	19.0	17.0
53.25054785	3	2.5	2.5	2.5	2.0	1.0	20.0	19.0	2.0
6.5	5	2.5	5.0	5.0	2.0	0.0	20.0	20.0	17.0
3.0	4	2.0	5.0	2.0	2.0	1.0	13.0	19.0	25.0
2.5	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	1.0
6.25	5	5.5	2.5	2.5	0.0	1.0	13.0	19.0	15.0
10.0	6	2.5	4.0	5.0	2.0	1.0	15.0	19.0	4.0
4.0	5	2.5	6.0	4.0	2.0	1.0	13.0	19.0	27.0
3.375	4	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
4.0	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	15.0
8.0	8	2.5	8.0	5.0	2.0	1.0	13.0	21.0	4.0
3.0	6	2.5	2.5	2.5	2.0	1.0	10.0	22.0	16.0
4.25	5	2.5	5.0	5.0	2.0	1.0	15.0	20.0	4.0
8.5	7	2.5	6.0	3.0	2.0	1.0	12.0	19.0	4.0
9.0	5	2.5	5.0	4.0	2.0	1.0	13.0	19.0	4.0
11.0	7	2.5	5.0	7.0	2.0	1.0	12.0	19.0	4.0
5.0	5	2.0	2.5	2.5	2.0	1.0	13.0	19.0	17.0
5.0	7	2.5	6.0	3.0	2.0	1.0	10.0	19.0	14.0
5.0	5	2.5	6.0	5.0	2.0	1.0	13.0	20.0	4.0
5.0	4	2.5	4.0	5.0	2.0	1.0	15.0	19.0	8.0
7.25	4	2.5	5.0	7.0	2.0	1.0	16.0	20.0	27.0
5.0	5	2.5	5.0	5.0	2.0	1.0	15.0	19.0	4.0
18.0	7	2.5	5.0	4.0	2.0	1.0	18.0	19.0	4.0
18.0	9	2.5	5.0	4.0	2.0	0.0	20.0	19.0	4.0
11.0	5	2.5	5.0	5.0	2.0	1.0	12.0	19.0	4.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	6.0
5.0	4	2.5	2.5	2.5	2.0	1.0	12.0	20.0	27.0
4.375	7	2.5	6.0	5.0	2.0	1.0	13.0	22.0	4.0
4.0	5	2.5	5.0	4.0	2.0	1.0	13.0	20.0	17.0
3.5	4	1.0	2.0	1.0	2.0	1.0	13.0	19.0	4.0
8.0	6	2.5	4.0	4.0	2.0	1.0	20.0	19.0	21.0
6.25	19	2.5	5.0	2.5	2.0	1.0	14.0	19.0	4.0
7.0	15	2.5	5.0	4.0	2.0	1.0	13.0	21.0	17.0
7.0	5	2.5	2.5	2.5	2.0	0.0	12.0	19.0	15.0
5.25	5	2.5	2.5	2.5	2.0	1.0	15.0	19.0	17.0
4.0	8	2.5	4.0	4.0	2.0	1.0	13.0	19.0	17.0
