area	amenities	floors	bedrooms	bathrooms	property_type	selling_type	road_size	road_type	location_two
5.0	5	2.5	2.5	2.5	2.0	1.0	18.0	19.0	4.0
8.0	9	3.5	6.0	4.0	2.0	0.0	14.0	19.0	27.0
5.3125	5	5.0	2.5	2.5	0.0	0.0	10.0	19.0	15.0
2.75	4	3.0	2.5	3.0	2.0	1.0	10.0	19.0	15.0
2.75	5	3.5	2.5	2.5	0.0	0.0	16.0	19.0	15.0
25.6875	4	4.0	2.5	2.5	0.0	1.0	64.0	19.0	17.0
7.5	6	2.5	4.0	4.0	2.0	1.0	14.0	19.0	4.0
9.0	6	2.5	4.0	2.5	2.0	1.0	4.0	19.0	6.0
9.0	5	2.5	2.0	2.0	1.0	1.0	22.0	19.0	15.0
3.125	4	2.5	2.5	2.5	2.0	1.0	20.0	20.0	4.0
3.9375	5	2.5	5.0	3.0	2.0	1.0	10.0	20.0	25.0
15.0	6	3.0	2.5	4.0	2.0	0.0	12.0	19.0	27.0
15.0	9	2.5	4.0	3.0	2.0	1.0	12.0	19.0	19.0
4.0	5	2.5	4.0	4.0	2.0	1.0	13.0	20.0	17.0
3.0	10	3.5	4.0	5.0	2.0	1.0	16.0	21.0	17.0
10.0	6	2.5	2.5	5.0	2.0	1.0	10.0	19.0	15.0
32.0	6	2.0	14.0	8.0	2.0	0.0	20.0	19.0	15.0
3.5	4	2.5	4.0	5.0	2.0	1.0	20.0	19.0	17.0
3.5	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	0.0
3.0	4	2.5	7.0	3.0	2.0	1.0	24.0	20.0	22.0
3.0	13	2.5	4.0	2.5	2.0	1.0	20.0	19.0	24.0
4.0	9	2.5	7.0	5.0	2.0	1.0	14.0	19.0	4.0
6.0	9	2.5	2.5	2.5	2.0	1.0	16.0	20.0	4.0
4.0	8	2.5	7.0	5.0	2.0	1.0	12.0	20.0	21.0
5.0	5	3.5	7.0	7.0	2.0	1.0	20.0	19.0	15.0
16.0	6	2.5	4.0	4.0	2.0	1.0	16.0	19.0	4.0
9.0	11	3.5	4.0	5.0	2.0	0.0	12.0	19.0	17.0
5.25	4	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
5.0	4	2.5	7.0	5.0	2.0	1.0	13.0	19.0	4.0
5.0	6	2.5	5.0	2.5	2.0	1.0	13.0	21.0	4.0
9.25	8	2.5	4.0	2.5	2.0	1.0	13.0	19.0	4.0
32.0	7	2.0	7.0	7.0	2.0	0.0	13.0	19.0	15.0
2.9375	5	3.5	7.0	3.0	2.0	1.0	10.0	19.0	21.0
4.25	5	3.5	7.0	4.0	2.0	1.0	20.0	19.0	21.0
4.25	6	2.5	5.0	4.0	2.0	1.0	30.0	19.0	15.0
88.0	7	2.5	5.0	6.0	2.0	0.0	20.0	20.0	11.0
5.5	4	2.5	7.0	5.0	2.0	1.0	13.0	19.0	17.0
10.0	4	2.5	3.0	4.0	2.0	1.0	13.0	19.0	15.0
3.5	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
3.25	6	2.5	2.5	2.5	2.0	1.0	16.0	19.0	4.0
4.25	6	3.5	2.5	2.5	2.0	1.0	13.0	19.0	4.0
4.0	4	2.5	2.5	2.5	2.0	1.0	20.0	20.0	27.0
10.0	6	2.5	5.0	5.0	2.0	1.0	22.0	19.0	15.0
3.0625	10	2.5	3.0	2.5	2.0	1.0	12.0	20.0	27.0
8.0	5	2.5	3.0	5.0	2.0	1.0	15.0	20.0	4.0
4.0	5	2.5	4.0	4.0	2.0	1.0	16.0	20.0	19.0
4.25	4	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
6.75	4	2.5	4.0	5.0	2.0	1.0	20.0	20.0	17.0
5.0	4	2.5	5.0	5.0	2.0	1.0	15.0	20.0	4.0
4.0	5	2.5	4.0	2.5	2.0	1.0	13.0	19.0	17.0
15.0	8	2.5	4.0	5.0	2.0	1.0	20.0	21.0	4.0
22.0	5	4.5	2.5	2.5	0.0	0.0	72.0	19.0	15.0
96.91548722559999	5	2.5	4.0	4.0	2.0	1.0	10.0	19.0	15.0
96.91548722559999	6	6.5	8.0	5.0	2.0	1.0	8.0	21.0	15.0
4.5625	10	2.5	4.0	4.0	2.0	1.0	13.0	20.0	21.0
6.125	3	8.0	2.5	2.5	0.0	1.0	14.0	19.0	15.0
5.5	6	2.5	2.5	2.5	2.0	1.0	12.0	20.0	24.0
4.5	4	3.5	2.5	2.5	2.0	1.0	20.0	19.0	15.0
4.3125	5	6.0	2.5	2.5	0.0	1.0	12.0	19.0	15.0
4.5	5	3.0	2.5	2.5	2.0	0.0	12.0	21.0	4.0
4.75	5	2.5	4.0	3.0	2.0	1.0	20.0	19.0	17.0
3.5	5	2.5	4.0	5.0	2.0	1.0	20.0	20.0	17.0
4.0	5	2.5	4.0	5.0	2.0	1.0	27.0	19.0	17.0
8.0	5	5.5	2.5	8.0	0.0	1.0	20.0	19.0	15.0
6.0	6	2.5	6.0	5.0	2.0	1.0	15.0	19.0	4.0
9.0	5	6.5	4.0	2.5	0.0	1.0	32.0	19.0	27.0
3.0625	5	2.5	5.0	3.0	2.0	1.0	13.0	20.0	14.0
4.0	4	2.5	4.0	2.5	2.0	1.0	20.0	20.0	21.0
4.0	4	2.5	3.0	6.0	2.0	1.0	12.0	20.0	21.0
3.0	5	2.5	5.0	3.0	2.0	1.0	13.0	19.0	12.0
5.0	5	3.0	12.0	2.5	2.0	1.0	10.0	20.0	19.0
54.327784945599994	5	3.5	7.0	5.0	2.0	1.0	12.0	19.0	17.0
3.25	4	1.0	2.5	2.5	2.0	1.0	12.0	20.0	4.0
4.5	7	2.5	6.0	5.0	2.0	1.0	13.0	20.0	4.0
8.5625	6	2.5	6.0	4.0	2.0	1.0	12.0	20.0	4.0
6.0	5	2.5	6.0	5.0	2.0	1.0	15.0	20.0	4.0
3.6875	5	2.5	6.0	3.0	2.0	1.0	10.0	22.0	12.0
3.75	4	2.5	4.0	4.0	2.0	1.0	13.0	19.0	17.0
8.75	6	2.5	5.0	6.0	2.0	1.0	12.0	19.0	15.0
18.75	7	3.0	5.0	5.0	2.0	1.0	14.0	19.0	4.0
27.0	7	2.5	4.0	4.0	2.0	1.0	15.0	19.0	17.0
4.0	10	3.0	2.0	3.0	2.0	0.0	20.0	21.0	15.0
4.5	10	3.5	4.0	4.0	2.0	0.0	20.0	21.0	15.0
4.25	5	3.5	7.0	7.0	2.0	1.0	16.0	19.0	27.0
1.375	4	4.5	7.0	2.5	2.0	1.0	5.0	19.0	15.0
3.0	4	2.0	2.5	2.5	2.0	1.0	16.0	20.0	4.0
4.0	5	2.0	5.0	4.0	2.0	1.0	13.0	20.0	4.0
3.25	4	4.0	7.0	5.0	2.0	1.0	10.0	21.0	4.0
7.25	5	2.5	8.0	5.0	2.0	1.0	13.0	19.0	15.0
14.0	4	3.5	8.0	6.0	2.0	1.0	13.0	19.0	15.0
6.5	5	2.5	14.0	6.0	2.0	0.0	16.0	19.0	15.0
3.0	6	2.5	5.0	4.0	2.0	1.0	20.0	19.0	17.0
4.75	6	2.0	4.0	2.0	2.0	1.0	13.0	19.0	19.0
35.0	6	2.0	2.5	2.5	2.0	0.0	13.0	19.0	15.0
43.14542482779999	5	2.5	5.0	4.0	2.0	1.0	13.0	19.0	4.0
4.0	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	19.0
3.75	4	3.5	2.5	2.5	2.0	1.0	20.0	21.0	19.0
4.5	5	2.5	2.5	2.5	2.0	1.0	13.0	21.0	19.0
4.75	5	2.5	4.0	2.0	2.0	1.0	20.0	19.0	17.0
3.5625	5	2.5	4.0	2.5	2.0	1.0	13.0	19.0	24.0
8.0	6	2.5	4.0	4.0	2.0	1.0	12.0	19.0	4.0
11.0	6	2.5	5.0	7.0	2.0	1.0	13.0	19.0	15.0
27.0	6	2.5	4.0	4.0	2.0	1.0	15.0	20.0	17.0
4.0	11	2.0	4.0	2.5	2.0	1.0	13.0	19.0	19.0
4.0	5	2.5	4.0	3.0	2.0	1.0	12.0	19.0	27.0
16.0	7	2.5	4.0	4.0	2.0	1.0	16.0	19.0	4.0
21.0	6	2.5	5.0	5.0	2.0	1.0	12.0	19.0	21.0
10.5	8	2.5	5.0	2.5	2.0	1.0	22.0	19.0	27.0
3.0	5	2.5	2.5	2.5	2.0	1.0	12.0	22.0	19.0
3.25	5	2.5	2.5	2.5	2.0	1.0	16.0	22.0	19.0
3.75	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
4.0	5	3.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
4.0	5	3.5	2.5	2.5	2.0	1.0	13.0	21.0	19.0
3.1875	5	2.5	2.5	2.5	2.0	1.0	20.0	20.0	19.0
3.25	5	2.5	2.5	2.5	2.0	1.0	10.0	1.0	19.0
3.75	5	2.5	2.5	2.5	2.0	1.0	13.0	1.0	19.0
3.75	5	2.5	2.5	2.5	2.0	1.0	13.0	1.0	19.0
6.0	6	3.0	8.0	3.0	2.0	1.0	10.0	19.0	15.0
3.0	5	2.5	5.0	2.5	2.0	1.0	13.0	19.0	4.0
5.5	5	2.5	4.0	3.0	2.0	1.0	20.0	19.0	4.0
5.25	6	2.5	2.5	2.5	2.0	1.0	12.0	19.0	17.0
6.75	5	2.5	5.0	4.0	2.0	1.0	20.0	19.0	4.0
8.0	5	5.0	8.0	6.0	0.0	0.0	14.0	19.0	6.0
50.0	7	2.5	5.0	5.0	2.0	0.0	12.0	19.0	4.0
4.0	5	2.5	5.0	4.0	2.0	1.0	13.0	19.0	4.0
24.0	6	2.5	4.0	3.0	2.0	0.0	10.0	19.0	15.0
5.25	4	2.5	6.0	5.0	2.0	1.0	15.0	19.0	4.0
6.25	5	3.5	2.5	2.5	2.0	1.0	14.0	19.0	15.0
3.0	9	2.5	3.0	3.0	2.0	1.0	16.0	19.0	15.0
20.0	6	2.5	5.0	3.0	2.0	1.0	13.0	19.0	21.0
4.0	5	2.5	6.0	6.0	2.0	1.0	13.0	20.0	4.0
10.0	5	3.5	2.5	2.5	0.0	1.0	12.0	19.0	21.0
14.0	4	3.0	2.5	2.5	0.0	1.0	40.0	19.0	19.0
4.3125	3	2.5	2.5	2.5	2.0	1.0	12.0	20.0	4.0
4.75	6	3.5	6.0	3.0	2.0	1.0	12.0	20.0	27.0
3.25	5	2.5	9.0	2.5	2.0	1.0	13.0	19.0	21.0
3.75	5	2.5	5.0	4.0	2.0	1.0	13.0	19.0	19.0
5.0	5	2.0	4.0	5.0	2.0	1.0	16.0	19.0	15.0
5.0	5	3.0	5.0	4.0	2.0	0.0	15.0	19.0	15.0
10.0	5	2.5	7.0	6.0	2.0	1.0	11.0	19.0	17.0
17.5	7	2.5	3.0	3.0	2.0	1.0	16.0	19.0	4.0
4.25	5	2.0	7.0	4.0	2.0	1.0	5.0	21.0	15.0
5.0	4	2.5	5.0	5.0	2.0	1.0	16.0	19.0	15.0
3.375	5	2.5	4.0	4.0	2.0	1.0	13.0	20.0	19.0
25.0	6	2.5	6.0	2.5	2.0	0.0	14.0	20.0	15.0
32.0	8	2.5	6.0	6.0	2.0	0.0	12.0	20.0	4.0
10.0625	4	3.5	2.5	2.5	2.0	1.0	14.0	19.0	15.0
48.0	7	2.5	4.0	5.0	2.0	0.0	12.0	19.0	15.0
4.5	4	3.5	2.5	2.5	2.0	1.0	36.0	19.0	14.0
4.5	7	2.0	5.0	5.0	2.0	0.0	12.0	19.0	4.0
8.0	6	2.5	4.0	4.0	2.0	0.0	12.0	21.0	17.0
4.0	6	2.0	4.0	4.0	2.0	0.0	14.0	21.0	15.0
4.75	7	2.5	5.0	4.0	2.0	1.0	20.0	21.0	4.0
5.25	4	3.5	8.0	4.0	2.0	1.0	10.0	20.0	25.0
8.5	4	2.5	6.0	3.0	2.0	1.0	20.0	19.0	15.0
18.0	5	2.5	5.0	7.0	2.0	1.0	13.0	19.0	18.0
18.0	16	3.5	8.0	2.5	2.0	1.0	10.0	20.0	25.0
18.0	4	2.5	6.0	3.0	2.0	1.0	20.0	19.0	15.0
17.0	7	2.5	6.0	5.0	2.0	1.0	20.0	19.0	4.0
28.0	8	2.5	7.0	5.0	2.0	0.0	15.0	19.0	15.0
5.0	5	2.5	2.5	4.0	2.0	0.0	13.0	20.0	15.0
4.0	13	2.5	4.0	4.0	2.0	0.0	14.0	19.0	4.0
4.0	5	2.5	5.0	4.0	2.0	1.0	13.0	20.0	4.0
4.0	6	2.5	5.0	5.0	2.0	1.0	14.0	20.0	17.0
6.5	5	2.5	6.0	6.0	2.0	1.0	16.0	20.0	4.0
3.0	4	1.0	2.5	2.5	2.0	1.0	12.0	22.0	4.0
9.0	5	2.0	4.0	5.0	2.0	1.0	20.0	19.0	4.0
32.0	6	2.0	5.0	5.0	2.0	1.0	20.0	19.0	15.0
2.5	4	2.5	4.0	2.5	2.0	1.0	10.0	19.0	19.0
4.5	5	2.5	3.0	4.0	2.0	1.0	20.0	19.0	4.0
7.0	11	3.0	8.0	4.0	2.0	0.0	26.0	22.0	27.0
13.75	17	3.0	2.5	2.5	2.0	1.0	16.0	20.0	6.0
15.0	10	2.5	7.0	2.0	2.0	1.0	36.0	19.0	18.0
3.9375	5	2.5	2.5	2.5	2.0	1.0	22.0	19.0	4.0
1.0	2	4.0	3.0	4.0	2.0	1.0	12.0	19.0	17.0
6.0	6	2.5	5.0	1.0	2.0	1.0	10.0	19.0	27.0
4.0	4	2.5	5.0	5.0	2.0	0.0	40.0	19.0	17.0
5.5	5	2.5	6.0	5.0	2.0	1.0	15.0	19.0	4.0
6.0625	19	2.5	7.0	2.5	2.0	1.0	14.0	19.0	4.0
15.75	10	4.0	6.0	4.0	0.0	1.0	22.0	21.0	19.0
15.75	5	2.0	5.0	5.0	2.0	0.0	18.0	19.0	4.0
5.3125	5	2.5	7.0	5.0	2.0	1.0	13.0	19.0	4.0
17.0	6	2.0	10.0	3.0	2.0	0.0	12.0	19.0	15.0
5.0	5	2.5	7.0	4.0	2.0	1.0	13.0	20.0	4.0
5.0	4	2.5	7.0	4.0	2.0	1.0	13.0	19.0	27.0
2.5	6	2.5	3.0	3.0	2.0	1.0	12.0	21.0	12.0
6.0	5	5.0	9.0	9.0	2.0	1.0	12.0	21.0	15.0
7.451507669200001	8	2.0	2.5	2.5	2.0	0.0	26.0	19.0	13.0
9.0	5	3.5	2.5	2.5	2.0	1.0	13.0	21.0	15.0
10.0	6	3.5	2.5	2.5	2.0	1.0	13.0	19.0	15.0
3.3125	5	2.5	2.5	2.5	2.0	1.0	13.0	19.0	25.0
8.875	8	2.5	5.0	6.0	2.0	1.0	13.0	19.0	15.0
4.0	4	2.5	3.0	3.0	2.0	1.0	13.0	21.0	21.0
18.0	6	2.5	2.5	2.5	2.0	1.0	12.0	20.0	21.0
3.0	5	1.0	2.0	1.0	2.0	1.0	12.0	20.0	24.0
3.375	6	2.5	2.5	2.5	2.0	1.0	13.0	22.0	24.0
3.25	7	3.0	4.0	2.5	2.0	1.0	20.0	22.0	24.0
4.5	5	2.5	4.0	4.0	2.0	1.0	13.0	19.0	12.0
14.0	5	2.5	7.0	6.0	2.0	1.0	10.0	19.0	15.0
3.5	4	1.0	3.0	1.0	2.0	1.0	10.0	22.0	7.0
6.0	6	2.5	4.0	5.0	2.0	1.0	13.0	19.0	17.0
3.75	6	2.5	2.5	2.5	2.0	1.0	16.0	21.0	24.0
12.0	5	3.5	2.5	4.0	2.0	1.0	10.0	21.0	15.0
3.5	5	2.5	4.0	4.0	2.0	1.0	13.0	21.0	19.0
2.5	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	19.0
3.0	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
4.0	13	2.5	3.0	2.5	2.0	1.0	13.0	19.0	27.0
3.75	7	2.5	4.0	4.0	2.0	1.0	13.0	12.0	17.0
17.0	10	3.5	7.0	2.5	2.0	1.0	17.0	22.0	4.0
4.0	6	2.5	4.0	5.0	2.0	1.0	27.0	21.0	17.0
4.0	7	2.5	7.0	4.0	2.0	1.0	14.0	19.0	4.0
2.5	6	2.0	3.0	3.0	2.0	1.0	20.0	19.0	11.0
2.5	4	3.0	2.5	4.0	2.0	0.0	16.0	19.0	15.0
3.25	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
2.875	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
3.0	5	2.5	2.5	2.5	2.0	1.0	13.0	20.0	19.0
3.75	5	2.5	2.5	2.5	2.0	1.0	20.0	20.0	19.0
4.0	6	2.5	2.5	2.5	2.0	1.0	18.0	19.0	4.0
5.125	6	2.5	5.0	2.5	2.0	1.0	13.0	19.0	21.0
9.0	5	2.0	4.0	4.0	2.0	0.0	12.0	19.0	4.0
5.0	5	2.5	6.0	4.0	2.0	1.0	12.0	19.0	17.0
7.0	6	2.5	4.0	2.5	2.0	1.0	13.0	21.0	21.0
3.1875	6	2.5	4.0	3.0	2.0	1.0	16.0	22.0	25.0
4.0	7	2.5	4.0	5.0	2.0	0.0	16.0	21.0	15.0
3.0625	6	2.5	10.0	5.0	2.0	1.0	13.0	19.0	4.0
12.0	10	2.5	3.0	4.0	2.0	0.0	12.0	19.0	17.0
3.0	10	2.0	4.0	4.0	2.0	0.0	24.0	19.0	15.0
4.25	5	2.5	4.0	1.0	2.0	1.0	12.0	19.0	17.0
6.5	6	2.5	5.0	3.0	2.0	1.0	20.0	19.0	21.0
4.0	5	2.5	4.0	2.0	2.0	1.0	13.0	19.0	19.0
12.0	5	2.5	6.0	4.0	2.0	0.0	12.0	19.0	17.0
3.5	5	3.0	8.0	3.0	2.0	1.0	13.0	19.0	12.0
12.0	6	2.5	5.0	4.0	2.0	0.0	12.0	19.0	17.0
15.0	4	3.0	2.5	3.0	2.0	0.0	14.0	19.0	17.0
5.0	7	2.5	5.0	3.0	2.0	1.0	13.0	19.0	4.0
3.25	6	4.5	6.0	2.5	2.0	1.0	16.0	19.0	15.0
3.25	6	3.5	7.0	2.5	2.0	1.0	14.0	21.0	15.0
4.5	6	2.5	6.0	4.0	2.0	1.0	20.0	19.0	17.0
3.5	6	2.0	4.0	2.0	2.0	1.0	14.0	19.0	21.0
10.0	6	2.0	6.0	3.0	2.0	0.0	12.0	19.0	17.0
3.5	4	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
4.0	9	2.5	4.0	6.0	2.0	0.0	20.0	21.0	15.0
8.0	20	2.5	5.0	2.5	2.0	0.0	12.0	21.0	17.0
8.0	5	2.5	5.0	5.0	2.0	0.0	40.0	19.0	17.0
11.0	8	2.5	3.0	3.0	2.0	1.0	14.0	21.0	27.0
4.0	8	3.5	2.5	2.5	2.0	1.0	12.0	19.0	15.0
4.5	6	2.5	3.0	4.0	2.0	1.0	20.0	19.0	8.0
6.0	5	2.5	4.0	5.0	2.0	1.0	13.0	19.0	17.0
9.0	6	2.5	7.0	6.0	2.0	0.0	12.0	19.0	15.0
48.0	9	2.5	15.0	9.0	2.0	0.0	12.0	19.0	15.0
48.0	7	2.5	4.0	4.0	2.0	0.0	12.0	19.0	15.0
7.0	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
4.5	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	15.0
15.5	7	2.5	6.0	4.0	2.0	1.0	15.0	19.0	15.0
4.0	5	2.5	4.0	4.0	2.0	1.0	20.0	19.0	1.0
8.0	9	2.5	4.0	5.0	2.0	0.0	20.0	19.0	4.0
9.5	5	2.5	4.0	6.0	2.0	1.0	20.0	19.0	4.0
4.0	5	2.5	6.0	3.0	2.0	1.0	11.0	19.0	25.0
5.0	5	2.5	4.0	5.0	2.0	1.0	14.0	19.0	4.0
8.25	6	2.5	5.0	4.0	2.0	1.0	13.0	19.0	4.0
3.1875	4	2.5	2.5	2.5	2.0	1.0	32.0	19.0	8.0
3.25	4	3.0	2.5	2.5	2.0	1.0	16.0	19.0	4.0
3.25	5	2.5	2.5	2.5	2.0	1.0	12.0	19.0	4.0
3.25	6	2.5	11.0	4.0	2.0	1.0	20.0	19.0	15.0
3.25	7	2.5	4.0	4.0	2.0	1.0	10.0	6.0	17.0
3.25	4	3.5	5.0	4.0	2.0	0.0	16.0	12.0	17.0
3.25	6	2.5	2.5	2.5	2.0	1.0	20.0	19.0	4.0
3.25	7	3.0	6.0	7.0	2.0	0.0	13.0	21.0	17.0
3.25	6	1.0	2.0	1.0	2.0	1.0	12.0	20.0	12.0
3.25	6	2.5	4.0	6.0	2.0	1.0	12.0	19.0	17.0
3.25	6	3.5	4.0	4.0	2.0	1.0	20.0	19.0	15.0
3.25	4	2.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
3.25	5	2.5	6.0	3.0	2.0	1.0	20.0	19.0	15.0
3.25	7	2.5	2.5	2.5	2.0	1.0	13.0	20.0	4.0
3.25	9	3.0	2.5	2.5	2.0	1.0	13.0	21.0	4.0
3.25	6	2.5	2.5	2.5	2.0	1.0	13.0	22.0	4.0
3.25	5	2.5	2.5	2.5	2.0	1.0	32.0	20.0	4.0
3.25	4	1.0	2.0	1.0	2.0	1.0	20.0	16.0	17.0
3.25	3	1.0	2.0	1.0	2.0	1.0	16.0	20.0	7.0
3.25	3	1.5	3.0	2.0	2.0	1.0	8.0	22.0	17.0
3.25	3	3.5	14.0	4.0	2.0	1.0	12.0	22.0	16.0
3.25	5	2.5	2.5	2.5	2.0	1.0	12.0	22.0	4.0
3.25	8	2.5	5.0	4.0	2.0	1.0	12.0	22.0	4.0
3.25	5	2.5	2.5	2.5	2.0	1.0	13.0	22.0	6.0
3.25	6	2.5	6.0	4.0	2.0	1.0	13.0	12.0	4.0
3.25	5	3.5	9.0	3.0	2.0	1.0	12.0	12.0	15.0
3.25	5	2.5	2.5	2.5	2.0	1.0	13.0	12.0	4.0
3.25	5	2.5	4.0	4.0	2.0	1.0	12.0	20.0	17.0
3.25	4	2.5	2.5	2.5	2.0	1.0	13.0	20.0	16.0
3.25	5	2.5	2.5	2.5	2.0	1.0	18.0	20.0	4.0
3.25	6	2.5	4.0	3.0	2.0	1.0	14.0	19.0	21.0
3.25	5	5.5	2.5	2.5	0.0	1.0	12.0	21.0	15.0
3.25	6	2.5	6.0	4.0	2.0	0.0	12.0	21.0	4.0
3.25	3	3.0	7.0	2.5	2.0	1.0	13.0	22.0	17.0
3.25	7	2.5	4.0	5.0	2.0	1.0	12.0	19.0	17.0
3.25	5	2.5	5.0	2.5	2.0	1.0	13.0	21.0	25.0
3.25	6	2.5	5.0	4.0	2.0	1.0	16.0	19.0	19.0
3.25	6	2.5	6.0	5.0	2.0	1.0	14.0	22.0	4.0
3.25	3	3.0	2.5	2.5	2.0	1.0	20.0	19.0	17.0
3.25	8	3.0	2.5	2.5	2.0	1.0	10.0	19.0	18.0
3.25	5	3.5	5.0	3.0	2.0	1.0	12.0	19.0	12.0
3.25	5	2.5	4.0	4.0	2.0	0.0	20.0	19.0	15.0
3.25	4	2.5	2.5	2.5	2.0	0.0	12.0	19.0	15.0
3.25	8	3.5	8.0	5.0	2.0	1.0	20.0	19.0	15.0
3.25	6	2.0	5.0	5.0	2.0	1.0	10.0	21.0	11.0
3.25	6	2.5	4.0	4.0	2.0	1.0	20.0	19.0	17.0
3.25	4	2.5	6.0	2.5	2.0	1.0	12.0	20.0	23.0
3.25	7	2.5	6.0	3.0	2.0	1.0	14.0	19.0	21.0
3.25	5	2.5	6.0	5.0	2.0	1.0	12.0	19.0	4.0
3.25	2	2.5	2.5	2.5	0.0	1.0	26.0	19.0	15.0
3.25	6	2.5	6.0	5.0	2.0	1.0	16.0	19.0	17.0
3.25	2	6.0	2.5	2.5	0.0	1.0	14.0	19.0	15.0
3.25	6	3.5	4.0	4.0	2.0	1.0	10.0	19.0	18.0
3.25	8	5.0	2.5	2.5	2.0	0.0	13.0	12.0	15.0
3.25	13	2.5	5.0	4.0	2.0	1.0	20.0	19.0	14.0
3.25	5	5.0	2.5	5.0	0.0	1.0	22.0	19.0	15.0
3.25	6	2.5	3.0	4.0	2.0	1.0	10.0	19.0	17.0
3.25	8	2.5	5.0	3.0	2.0	0.0	20.0	21.0	17.0
3.25	5	2.5	2.5	2.5	2.0	0.0	15.0	19.0	15.0
3.25	4	3.5	6.0	3.0	2.0	1.0	20.0	19.0	5.0
3.25	5	2.5	7.0	5.0	2.0	1.0	14.0	21.0	15.0
3.25	4	2.5	6.0	4.0	2.0	1.0	13.0	21.0	8.0
3.25	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
3.25	8	2.5	4.0	5.0	2.0	1.0	14.0	9.0	17.0
3.25	4	2.5	2.5	2.5	2.0	1.0	13.0	22.0	19.0
3.25	3	5.5	8.0	8.0	2.0	1.0	15.0	22.0	15.0
3.25	8	3.0	4.0	5.0	2.0	1.0	15.0	19.0	17.0
3.25	3	6.0	2.5	2.5	0.0	1.0	20.0	19.0	15.0
3.25	6	2.5	5.0	5.0	2.0	1.0	15.0	19.0	15.0
3.25	8	3.0	6.0	2.5	2.0	1.0	13.0	19.0	14.0
3.25	3	2.5	2.5	3.0	2.0	1.0	10.0	12.0	12.0
3.25	16	2.5	4.0	3.0	2.0	0.0	12.0	21.0	15.0
3.25	6	3.0	3.0	2.0	2.0	1.0	8.0	0.0	21.0
3.25	0	2.5	2.5	2.5	2.0	1.0	8.0	0.0	21.0
3.25	4	2.5	5.0	4.0	2.0	1.0	13.0	0.0	4.0
3.25	7	2.5	7.0	9.0	2.0	0.0	12.0	19.0	17.0
3.25	7	2.5	6.0	4.0	2.0	0.0	13.0	19.0	15.0
3.25	7	2.5	4.0	3.0	2.0	0.0	18.0	19.0	15.0
3.25	17	2.5	6.0	5.0	2.0	1.0	20.0	19.0	27.0
3.25	5	3.5	2.5	4.0	2.0	0.0	22.0	19.0	15.0
3.25	6	2.5	2.5	2.5	2.0	1.0	20.0	19.0	18.0
3.25	6	2.5	5.0	5.0	2.0	1.0	13.0	19.0	4.0
3.25	5	2.5	3.0	5.0	2.0	1.0	13.0	19.0	4.0
3.25	6	3.5	2.5	2.5	2.0	1.0	13.0	21.0	4.0
3.25	8	2.5	4.0	5.0	2.0	1.0	20.0	21.0	21.0
3.25	7	2.5	5.0	5.0	2.0	0.0	12.0	21.0	15.0
3.25	4	2.5	2.5	2.5	2.0	1.0	12.0	21.0	15.0
3.25	9	2.5	2.5	2.5	2.0	1.0	12.0	20.0	4.0
3.25	4	2.0	4.0	2.5	2.0	1.0	13.0	20.0	6.0
3.25	4	2.5	6.0	4.0	2.0	0.0	14.0	21.0	15.0
3.25	4	3.0	2.5	2.5	2.0	1.0	12.0	19.0	15.0
3.25	5	2.5	6.0	3.0	2.0	1.0	20.0	19.0	27.0
3.25	4	4.5	12.0	4.0	2.0	1.0	12.0	19.0	15.0
3.25	5	3.5	8.0	4.0	2.0	1.0	13.0	19.0	17.0
3.25	6	2.5	5.0	4.0	2.0	1.0	14.0	19.0	27.0
3.25	5	2.5	5.0	5.0	2.0	1.0	13.0	19.0	4.0
3.25	3	2.5	2.5	2.5	2.0	1.0	13.0	22.0	21.0
3.25	7	2.5	6.0	5.0	2.0	0.0	13.0	19.0	4.0
3.25	5	2.5	3.0	2.0	2.0	1.0	12.0	21.0	15.0
3.25	4	3.5	2.5	2.5	2.0	1.0	8.0	21.0	15.0
3.25	5	4.5	2.5	2.5	2.0	1.0	12.0	21.0	15.0
11.0	5	2.0	4.0	2.5	2.0	1.0	16.0	19.0	4.0
4.0	6	3.0	7.0	3.0	2.0	1.0	20.0	19.0	27.0
3.0	5	2.5	2.5	2.5	2.0	1.0	13.0	21.0	6.0
3.0	4	2.5	2.5	2.5	2.0	1.0	13.0	21.0	21.0
3.0	4	1.0	2.0	1.0	2.0	1.0	16.0	22.0	25.0
